,Age,log_price,log_arrival_delays,Gender_Male,Customer Type_Premium,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
14830,45.0,3.9830404926634264,0.0,1,1,4,4,5,3,4,3,4,3,3,1
14831,43.9097214811653,4.464412748271829,0.0,0,1,5,5,2,5,3,4,3,5,2,0
14832,29.0,5.137385412432552,0.0,0,1,1,1,2,2,5,3,1,3,2,0
14833,43.9097214811653,4.565909472034789,0.0,0,1,5,5,1,5,5,5,5,4,1,0
14834,24.0,3.4597807057610526,0.0,0,0,0,1,5,5,5,4,3,5,5,1
14835,28.0,3.562181801067979,0.6931471805599453,0,1,5,2,3,4,2,4,5,5,3,0
14836,28.0,3.6732580732109796,0.0,1,0,4,3,3,3,5,4,2,3,3,0
14837,32.0,4.033532422825343,0.0,0,1,4,5,4,3,4,5,3,4,4,1
14838,35.0,5.029653299932018,0.0,1,0,4,5,2,5,4,4,5,4,2,0
14839,47.0,3.888754378488792,0.0,0,1,5,3,4,1,2,2,3,1,4,0
14840,31.667574931880107,3.5380565643793527,0.0,0,0,5,1,3,4,2,5,5,4,3,0
14841,56.0,5.847940537021939,0.0,1,1,3,3,4,4,4,4,4,4,5,1
14842,29.0,4.454114711068136,0.0,0,0,5,1,4,3,5,5,3,4,4,1
14843,43.9097214811653,2.631888840136646,0.0,0,1,1,3,4,4,3,5,2,4,4,0
14844,34.0,3.640476714885769,0.0,0,1,3,4,2,3,5,3,4,3,2,0
14845,42.0,4.2431955089544555,0.0,1,0,1,2,3,4,4,3,3,3,3,0
14846,19.0,5.587697995635399,0.0,0,1,3,3,5,5,4,5,1,2,5,1
14847,43.0,5.151498079596578,0.6931471805599453,0,1,4,4,4,3,5,4,4,5,4,1
14848,30.0,3.267284964075888,0.0,0,1,1,1,2,2,2,3,4,3,2,0
14849,50.0,4.478131952817368,0.6931471805599453,0,1,4,1,1,4,5,4,4,4,1,0
14850,80.0,5.7404036581118465,0.0,0,1,5,5,1,3,3,3,4,3,2,0
14851,37.0,4.055257173514054,0.0,0,1,2,2,5,4,4,4,1,4,3,1
14852,20.0,4.572026967394837,0.0,1,1,4,4,4,5,4,5,4,4,4,0
14853,38.0,3.82319179172153,0.0,1,0,4,3,2,3,1,3,1,4,2,0
14854,41.0,3.283914221047423,0.0,1,1,4,5,1,4,4,4,5,5,1,0
14855,29.0,4.1852511209097765,0.0,0,1,1,1,5,3,5,5,4,5,5,1
14856,31.667574931880107,4.798926120407709,0.0,0,0,3,3,3,4,5,4,4,3,3,0
14857,43.9097214811653,4.775587838279222,0.0,0,1,4,3,4,4,2,4,4,4,4,0
14858,27.0,4.985180724623787,0.0,0,0,1,2,1,4,1,5,1,2,1,0
14859,54.0,2.4069451083182885,0.0,1,1,3,5,1,4,2,4,1,4,2,0
14860,33.0,5.011834574671738,0.0,1,1,5,1,4,4,4,4,5,4,3,1
14861,43.9097214811653,5.4403810058115045,0.0,0,1,5,5,2,2,5,3,2,3,2,0
14862,48.0,5.603372647057163,0.0,0,1,4,4,2,5,5,5,3,5,5,1
14863,46.0,2.3832429960115,0.0,1,1,5,5,5,4,4,4,5,4,5,1
14864,38.0,4.225226615110005,0.0,1,1,2,2,3,3,5,3,4,3,3,0
14865,45.0,6.068008834747768,0.0,1,1,4,4,3,3,3,3,2,3,3,0
14866,33.0,5.075236313280783,0.0,1,1,1,1,1,4,4,3,5,4,2,1
14867,33.0,2.8507065015037334,0.0,0,0,0,4,4,1,2,3,2,5,4,0
14868,60.0,5.330494098243258,0.0,1,1,5,5,5,4,4,4,5,4,4,1
14869,35.0,4.5263434054421205,0.0,0,1,5,5,1,1,1,4,4,4,1,0
14870,56.0,4.465103197090973,0.0,1,1,2,2,5,4,4,4,3,4,4,1
14871,48.0,5.685957889743649,0.0,1,1,4,4,2,4,4,5,3,4,4,1
14872,59.0,3.1855258451866466,0.6931471805599453,1,0,2,2,5,3,3,4,3,4,5,0
14873,32.0,2.5572273113676265,0.0,0,1,1,2,3,1,4,3,1,3,3,0
14874,47.0,4.514150787600923,0.0,1,1,4,4,2,4,4,4,2,4,1,0
14875,22.0,4.0469034876219645,0.0,0,1,0,2,3,3,5,5,4,5,3,0
14876,47.0,3.377928754722801,0.0,1,1,1,1,1,5,5,5,3,5,5,1
14877,60.0,5.311579040531222,0.0,1,1,3,5,4,5,5,5,3,5,4,1
14878,31.0,5.982146266468988,0.6931471805599453,0,1,4,4,1,3,5,4,1,3,1,0
14879,48.0,3.9500892062346025,0.0,1,1,1,1,1,2,2,2,2,2,3,0
14880,54.0,3.1692653243148663,0.0,0,1,0,1,3,2,2,3,4,2,4,1
14881,43.0,5.524855150930262,0.0,1,1,2,2,4,5,5,5,3,5,5,1
14882,51.0,4.248352374701448,0.0,1,1,5,1,2,4,2,4,5,4,4,0
14883,55.0,5.3743057125473745,0.0,0,1,5,5,3,5,5,5,3,5,5,1
14884,64.0,4.092676505121403,0.0,0,1,4,4,1,4,2,4,1,5,1,0
14885,48.0,4.519503359231,0.0,1,0,3,4,4,4,4,3,3,4,4,0
14886,29.0,3.9314333989479695,0.0,0,1,4,4,2,3,5,2,3,2,2,0
14887,43.9097214811653,1.6695918352538475,0.0,0,1,4,2,1,3,5,4,4,4,1,0
14888,53.0,4.489422577443778,0.0,0,1,2,2,2,3,3,3,1,3,2,0
14889,22.0,5.227089857259669,0.0,0,1,1,1,4,2,4,5,4,1,4,1
14890,32.0,4.445353484534206,0.0,1,1,3,3,5,3,5,4,3,5,5,1
14891,44.0,5.832410197252374,0.0,0,1,5,5,4,1,1,1,4,1,3,0
14892,35.0,4.334672938290411,0.0,1,1,3,3,2,3,4,3,4,3,1,0
14893,53.0,5.5727242117997875,0.0,0,1,2,2,4,4,4,4,4,4,3,1
14894,36.0,3.8093256071898036,0.0,0,1,1,1,4,2,5,4,4,3,4,1
14895,58.0,4.094011173320863,0.0,0,1,3,3,3,4,4,4,4,4,4,1
14896,22.0,3.263849190510932,0.0,1,0,0,2,3,4,2,1,1,1,3,0
14897,46.0,4.325985243790257,0.0,1,1,5,5,1,3,4,3,1,3,2,0
14898,46.0,4.553771622902091,0.0,0,1,4,4,3,3,4,5,5,4,3,0
14899,25.0,4.573576314396913,0.0,1,1,3,3,3,1,1,3,3,3,3,0
14900,24.0,4.207524426932059,0.0,1,1,1,1,4,5,3,4,5,4,4,1
14901,36.0,2.7434173449395014,0.6931471805599453,0,1,2,2,4,5,2,3,5,4,4,1
14902,43.9097214811653,3.686626919060642,0.6931471805599453,0,1,4,2,3,5,5,4,5,5,3,0
14903,65.0,5.073359670668218,0.0,1,1,4,4,3,4,4,4,1,4,3,1
14904,42.0,4.941999501706118,0.0,1,0,5,2,5,3,3,5,2,4,2,1
14905,51.0,3.147594622863237,0.0,0,1,3,3,5,4,4,4,5,4,4,1
14906,29.0,4.26689632742025,0.0,0,1,2,2,1,2,1,4,3,4,1,0
14907,30.0,5.266413817535028,0.6931471805599453,0,1,1,1,1,1,2,3,4,4,1,0
14908,38.0,5.454337726005947,0.0,0,1,5,5,5,2,2,5,4,3,5,1
14909,22.0,3.088311454847084,0.0,0,0,0,5,1,4,5,3,4,4,1,0
14910,32.0,5.339555274564281,0.0,0,1,5,5,4,5,2,4,4,4,4,1
14911,65.0,4.0257087698319625,0.0,1,1,4,1,5,1,3,5,3,1,4,0
14912,23.0,5.112048027505985,0.0,1,1,3,3,3,1,3,4,4,4,3,0
14913,47.0,4.8247072417081895,0.0,0,0,2,3,1,1,1,3,2,3,1,0
14914,41.0,4.430816798843313,0.0,1,1,5,1,5,3,4,4,5,5,5,0
14915,20.0,4.460491174618648,0.0,1,1,5,4,3,1,4,3,3,5,3,0
14916,37.0,4.809986820609417,0.0,0,1,5,5,3,4,4,4,4,4,3,1
14917,41.0,5.4277654337349235,0.0,0,1,2,2,4,5,5,5,5,5,5,1
14918,20.0,3.9583339082913964,0.0,0,1,1,1,5,5,1,3,3,4,5,1
14919,68.0,4.746756550049962,0.0,0,1,4,2,5,4,2,5,4,4,5,1
14920,43.9097214811653,3.786006164844659,0.0,0,1,4,4,1,4,2,4,3,4,1,0
14921,39.0,3.4803165861147547,0.0,0,1,5,5,5,5,5,5,3,5,3,1
14922,43.92341907824223,4.0353020215883175,0.0,1,1,5,2,3,3,2,5,3,4,3,0
14923,76.0,4.11561669749764,0.0,0,1,3,3,2,2,5,3,4,4,2,0
14924,43.0,5.264191651818661,0.0,0,1,5,5,3,2,3,2,3,2,4,1
14925,18.0,4.4343818650078095,0.0,0,1,3,1,2,4,2,5,4,4,2,0
14926,23.0,4.515026636135126,0.0,0,0,5,2,2,3,5,5,5,5,2,0
14927,40.0,5.394263707595246,0.0,1,1,4,4,2,1,4,4,3,4,2,0
14928,28.0,4.300952144896211,0.0,1,0,3,4,4,3,1,3,5,1,4,0
14929,43.9097214811653,2.2617630984737906,0.0,0,1,5,2,5,3,2,4,5,4,5,0
14930,28.0,4.091005660956586,0.0,0,1,2,3,2,1,5,4,1,3,2,0
14931,29.0,5.613383548212584,0.0,0,1,4,4,4,3,2,4,4,5,4,1
14932,21.0,3.663818023518565,0.0,1,0,2,4,5,4,5,3,2,4,5,0
14933,43.0,5.339123360940291,0.0,1,1,3,3,2,5,5,5,4,5,5,1
14934,45.0,4.7658424113769895,0.0,1,1,3,3,4,3,3,3,1,3,2,0
14935,51.0,5.38541207339897,0.0,1,1,4,4,4,4,4,4,3,4,3,1
14936,70.0,4.687395126243761,0.0,0,1,3,3,3,4,4,4,3,4,2,1
14937,33.0,4.995589335890984,0.0,1,1,4,4,3,2,2,2,2,2,2,1
14938,39.0,5.452410901885437,0.6931471805599453,1,1,3,5,5,4,4,4,5,4,4,1
14939,51.0,4.233526626355437,0.0,0,1,3,3,4,5,5,2,1,2,4,0
14940,25.0,5.680582081485765,0.0,0,1,2,2,4,3,2,5,3,5,4,1
14941,65.0,3.269949095052201,0.6931471805599453,1,1,4,4,2,5,5,4,5,3,5,0
14942,41.0,5.047995302853334,0.0,1,1,5,5,2,4,5,4,3,4,3,1
14943,50.0,2.631888840136646,0.0,0,1,5,5,5,1,5,5,2,1,5,1
14944,42.0,4.765160922297032,0.0,1,1,2,4,3,1,3,1,3,1,1,0
14945,43.0,4.699752828474039,0.0,0,1,2,2,5,5,1,4,1,4,5,1
14946,44.0,5.633896347192034,0.0,0,1,5,5,4,4,4,4,2,4,3,1
14947,57.0,6.140293951169691,0.0,1,1,1,1,4,4,5,5,4,3,4,1
14948,25.0,4.149779269110201,1.3862943611198906,0,0,2,4,3,2,3,4,5,3,5,0
14949,60.0,5.157329673247059,0.0,1,1,5,5,5,1,1,1,2,1,1,0
14950,28.0,5.1187719527008335,0.0,0,1,2,2,4,5,3,5,5,5,4,1
14951,43.92341907824223,4.180063437624638,0.0,1,1,4,2,2,5,5,5,4,4,2,0
14952,18.0,4.309724722918476,0.0,0,1,5,3,5,4,3,4,5,4,5,0
14953,49.0,4.523417684115833,0.0,1,1,4,4,3,4,2,4,4,4,3,0
14954,43.92341907824223,4.452368595730128,0.0,1,1,0,2,5,3,1,4,1,3,5,0
14955,43.0,3.3032169733019514,0.0,0,1,3,3,2,4,2,4,4,4,2,0
14956,48.0,4.272909070138343,0.0,0,1,4,4,4,2,2,3,3,3,4,1
14957,21.0,4.898511216291551,0.0,0,0,2,3,5,2,5,4,1,3,5,0
14958,65.0,4.489310299893557,0.0,0,1,5,1,5,4,4,5,3,4,5,0
14959,36.0,4.034240638152395,0.0,1,0,2,3,4,1,4,4,3,3,4,0
14960,38.0,4.492896943505305,0.0,1,1,5,5,3,2,5,4,1,5,3,1
14961,47.0,4.381026134340298,0.0,1,1,1,1,5,5,5,5,3,5,3,1
14962,47.0,4.984222870144423,0.0,0,1,2,2,1,2,2,3,4,4,1,0
14963,69.0,3.6014134283326604,0.0,0,1,4,1,5,5,4,5,4,4,5,0
14964,27.0,4.202301703727193,0.0,0,0,4,2,2,4,4,5,3,4,2,1
14965,47.0,4.163404098153595,0.0,0,1,5,5,4,4,4,4,4,4,5,1
14966,39.0,5.9475649048179635,0.0,0,1,5,5,4,4,4,4,5,4,4,1
14967,38.0,1.7316555451583497,0.0,0,0,3,3,5,5,4,5,4,4,5,0
14968,40.0,3.7560707036542595,0.0,0,1,4,4,5,3,3,3,5,3,4,1
14969,65.0,5.045358730154642,0.0,0,1,5,5,5,2,2,2,3,2,2,0
14970,40.0,4.621928969803046,0.0,1,1,3,3,3,4,1,3,1,2,3,0
14971,26.0,4.772631879875022,1.6094379124341003,0,0,5,2,5,4,4,4,2,3,2,1
14972,45.0,5.117454744990326,0.0,1,1,4,4,3,5,5,5,1,5,1,1
14973,49.0,4.17315574264639,0.0,1,1,2,2,5,4,4,4,4,4,3,1
14974,53.0,2.064327903869788,0.0,1,1,2,2,3,5,5,5,4,5,4,1
14975,61.0,5.12924761542983,0.0,1,1,2,3,4,4,3,5,2,4,1,0
14976,21.0,4.70564880455431,0.0,0,1,1,4,5,3,5,3,1,4,5,0
14977,44.0,2.9856819377004897,0.0,0,1,2,2,4,3,3,4,3,3,4,0
14978,38.0,2.617395832834079,0.0,0,1,1,1,3,3,3,3,1,3,2,0
14979,24.0,4.8990331175149535,0.0,1,0,1,1,5,5,4,4,3,4,5,0
14980,23.0,3.5115454388310208,0.6931471805599453,0,1,3,4,2,1,3,4,2,3,2,0
14981,20.0,3.639426570394406,0.0,1,0,2,3,5,3,4,3,2,4,5,0
14982,45.0,5.513952802371925,0.0,0,1,5,4,2,1,5,5,3,3,2,0
14983,43.9097214811653,4.102478062118823,0.6931471805599453,0,1,1,3,4,4,3,2,4,2,4,0
14984,43.92341907824223,4.458292990127331,0.0,1,1,4,1,5,2,4,2,4,1,5,0
14985,43.0,3.7343307170178535,1.0986122886681098,1,1,1,1,3,4,3,3,3,4,3,1
14986,46.0,4.365388993520859,0.0,1,1,4,4,2,2,2,2,3,2,4,1
14987,48.0,4.315352501405889,0.6931471805599453,0,1,4,4,5,4,4,4,3,4,3,1
14988,32.0,4.871909481419947,0.0,1,1,2,2,4,4,4,3,1,4,4,0
14989,43.92341907824223,5.653190688540141,0.6931471805599453,1,1,3,3,2,3,2,3,4,4,2,0
14990,66.0,5.9933876966698305,0.0,0,1,5,5,1,2,2,2,2,2,3,0
14991,34.0,4.389002248410307,0.0,1,1,1,1,3,4,4,4,3,4,5,1
14992,49.0,4.462223176668158,0.0,0,1,2,5,5,1,5,2,4,4,5,1
14993,32.0,5.519338667481145,0.6931471805599453,0,1,0,4,3,5,2,5,4,4,3,1
14994,44.0,4.231494400369335,0.0,1,1,2,2,5,4,4,4,1,4,5,1
14995,43.0,3.7857792788538958,0.0,1,1,5,5,1,1,1,1,4,1,1,0
14996,61.0,5.436382217503932,0.0,1,1,5,4,5,2,2,2,1,2,5,0
14997,52.0,5.501829475913019,0.0,0,1,3,3,5,4,4,4,4,4,4,1
14998,44.0,3.5172010574184616,0.0,1,1,5,2,5,5,1,5,2,5,4,0
14999,48.0,3.886705197443856,0.0,1,1,5,4,4,4,3,4,4,4,3,0
15000,45.0,4.892527205615926,0.0,0,0,4,4,5,3,1,3,4,4,5,0
15001,35.0,4.993217820059186,0.0,1,1,4,4,4,4,4,4,3,4,2,0
15002,41.0,4.842058839093973,0.0,1,1,4,5,4,4,3,4,4,2,4,0
15003,41.0,0.7747271675523681,0.0,1,1,3,3,4,5,4,4,5,5,5,1
15004,22.0,3.4840054928494704,0.0,1,0,0,2,3,5,4,5,2,3,3,1
15005,39.0,3.5533460588187404,0.0,0,1,4,4,3,2,3,3,4,4,3,0
15006,32.0,3.1484533605716547,0.0,0,1,5,2,2,4,5,5,4,4,2,0
15007,32.0,3.3167282250357055,0.0,0,1,2,3,3,3,4,3,4,3,3,0
15008,33.0,4.749530236494927,0.0,1,1,4,4,5,5,5,5,5,5,3,1
15009,23.0,4.215233879497554,1.3862943611198906,0,1,4,4,0,5,5,4,1,3,1,0
15010,49.0,4.814295945534097,0.0,0,1,4,4,4,4,5,4,4,4,3,1
15011,23.0,5.2070241081016455,0.6931471805599453,0,1,3,3,3,1,3,4,3,3,3,0
15012,27.0,3.972741740462852,0.0,1,1,3,4,4,4,3,4,4,3,4,0
15013,43.0,5.0770470596155075,0.0,0,1,2,3,5,5,5,4,4,5,4,1
15014,47.0,5.478261098556027,0.0,1,1,5,5,3,4,4,4,5,4,5,1
15015,48.0,5.668811385712148,0.0,1,1,3,3,4,2,3,2,4,2,3,1
15016,60.0,5.315518573867812,0.0,1,1,1,1,4,5,5,5,5,5,3,1
15017,52.0,3.2831643147505627,0.0,1,1,1,1,5,1,2,2,3,1,4,0
15018,39.0,3.927305628959303,0.0,1,0,4,3,4,1,4,4,5,3,4,1
15019,32.0,4.4388794462666645,0.0,1,1,1,4,3,1,1,4,4,3,3,0
15020,20.0,2.5128460184772416,0.0,1,1,5,2,4,5,5,5,4,4,4,0
15021,30.0,3.6838669122903918,0.0,1,1,4,3,4,3,5,4,1,3,4,1
15022,37.0,3.248822901236153,0.0,1,0,2,3,3,4,3,3,1,4,3,0
15023,55.0,2.644755350729896,0.0,0,1,4,4,4,5,5,5,4,5,3,1
15024,56.0,5.482096194339969,0.0,1,1,4,3,4,3,3,4,3,3,4,0
15025,59.0,5.253581472706645,0.0,0,1,4,4,4,4,4,4,3,4,3,1
15026,49.0,5.898169834883678,0.0,1,1,0,4,3,5,5,5,3,5,4,1
15027,44.0,5.2171073111224935,0.0,0,1,1,1,2,3,2,3,4,3,2,0
15028,52.0,5.5822925770684915,0.0,1,1,1,1,5,4,4,4,4,4,4,1
15029,43.92341907824223,5.001930853466109,0.0,1,1,3,3,4,3,4,5,3,4,4,1
15030,55.0,5.5478691311385475,0.0,0,1,1,1,2,4,4,4,4,4,5,1
15031,47.0,4.63463189613771,0.0,0,1,4,4,4,5,5,5,4,5,4,1
15032,40.0,4.226687749209813,0.6931471805599453,0,1,3,3,2,3,1,2,5,5,2,0
15033,28.0,4.608962984226787,0.0,0,1,5,1,2,3,3,4,4,4,2,0
15034,39.0,3.5731879796177446,0.6931471805599453,1,0,2,3,2,2,5,3,2,3,2,0
15035,58.0,4.509319860331257,0.0,0,1,1,1,5,3,3,3,5,3,3,1
15036,46.0,1.1019400787607843,0.0,0,1,4,3,1,5,4,4,3,5,1,0
15037,40.0,4.087655574071304,0.0,0,0,1,4,4,2,2,3,2,3,4,0
15038,47.0,5.10503596951774,0.0,1,1,3,2,3,2,3,2,2,2,3,0
15039,68.0,5.522500377436909,0.0,0,1,4,2,2,3,5,5,3,4,3,0
15040,36.0,3.6082115510464816,0.0,1,1,2,2,2,5,5,5,5,5,5,1
15041,54.0,2.5128460184772416,0.0,0,1,4,4,3,4,5,4,4,4,3,1
15042,33.0,5.00756391557177,0.0,1,1,5,3,5,5,3,3,4,4,5,0
15043,31.0,4.294151248171873,0.6931471805599453,1,1,2,2,3,1,5,3,2,4,3,0
15044,45.0,4.09567700745588,0.0,0,1,3,3,2,2,2,3,1,5,2,1
15045,43.92341907824223,3.5275363037051735,0.0,1,1,5,3,5,4,2,4,5,4,5,0
15046,38.0,4.975491591960675,0.6931471805599453,0,1,4,3,3,2,1,3,2,3,3,0
15047,25.0,4.848900370910689,0.0,1,1,3,3,1,3,1,4,3,3,1,0
15048,26.0,3.901972669574645,0.0,1,0,0,3,3,3,2,4,3,4,3,0
15049,49.0,5.963579343618446,0.0,1,1,3,3,2,3,4,3,3,3,4,1
15050,19.0,5.004415994282339,0.0,0,1,4,1,4,3,2,5,5,4,4,0
15051,58.0,5.451210112651179,0.0,0,1,1,1,5,4,4,4,4,4,3,1
15052,50.0,3.433664571799657,0.0,1,1,2,2,2,4,1,4,4,4,3,0
15053,69.0,4.74987640698735,0.0,1,1,1,1,2,1,2,1,3,1,3,0
15054,30.0,4.345621952780082,0.0,1,1,3,4,2,1,3,4,1,3,2,0
15055,37.0,5.099500507224884,0.0,0,1,5,5,2,2,3,2,2,2,2,0
15056,30.0,5.108789909503753,0.0,1,1,3,3,3,4,3,4,5,5,3,1
15057,34.0,2.8207834710894493,0.0,1,1,1,1,3,2,2,4,1,4,3,0
15058,20.0,3.740285242173836,0.0,0,0,4,3,1,2,4,4,2,4,1,0
15059,59.0,5.523458920524919,0.0,1,1,5,5,5,5,3,5,3,5,3,1
15060,20.0,3.2007118542405295,0.0,1,1,4,3,2,5,5,4,5,4,2,0
15061,43.92341907824223,4.628202885098664,0.0,1,1,5,4,5,5,4,5,4,5,5,0
15062,43.0,4.3267781604434035,0.0,0,1,4,3,5,4,4,5,5,4,5,0
15063,24.0,4.5094299137072555,0.0,0,0,4,3,2,3,4,4,5,5,2,0
15064,54.0,4.219948784356969,0.0,1,1,2,2,4,2,2,2,2,2,3,0
15065,43.0,4.740749480229915,0.6931471805599453,1,1,3,3,3,1,1,1,4,1,2,0
15066,29.0,3.8630428232064276,0.0,1,1,3,2,4,4,3,5,4,4,4,1
15067,42.0,5.7428108616236795,0.0,1,1,3,3,1,2,2,1,4,2,1,0
15068,21.0,4.482663511495295,0.0,1,0,3,3,4,2,2,4,2,3,4,0
15069,62.0,4.775250456359692,0.0,1,1,5,2,4,5,1,5,1,5,4,0
15070,34.0,3.4368862240706624,0.0,1,0,4,3,5,1,2,5,5,2,5,0
15071,24.0,3.5363108554693294,0.0,1,1,1,1,4,4,5,4,4,3,4,0
15072,31.699850778085697,5.079414809491081,0.0,1,0,4,3,4,2,4,3,4,4,4,0
15073,34.0,4.513054897080286,0.0,0,1,4,1,3,4,5,4,4,5,3,0
15074,32.0,5.03967616288067,0.0,1,1,4,4,5,4,2,5,4,5,5,1
15075,37.0,3.462606009790799,0.0,1,0,2,1,5,4,3,5,4,4,5,0
15076,59.0,3.8152918164683745,0.0,0,1,0,3,2,3,2,5,3,4,2,0
15077,32.0,5.197336136693923,0.0,1,1,3,4,3,1,1,4,2,4,3,0
15078,31.699850778085697,4.561427263040173,0.0,1,0,1,4,3,2,4,4,3,3,3,0
15079,42.0,4.401829261970061,0.0,0,1,4,3,5,5,3,3,3,4,5,0
15080,62.0,3.8258113086090804,0.6931471805599453,0,1,4,2,1,4,2,5,3,4,1,0
15081,28.0,5.860102228911155,0.0,0,1,1,1,4,3,2,3,2,3,4,0
15082,55.0,4.738914056037687,0.0,1,1,1,1,3,3,3,3,4,3,1,1
15083,21.0,5.394717860834352,0.0,1,1,3,3,1,5,2,3,2,3,2,0
15084,28.0,6.038419695331684,0.0,0,1,3,3,4,2,4,2,4,1,4,1
15085,61.0,4.2109417098059145,0.0,1,1,5,3,5,5,1,5,5,5,5,0
15086,35.0,4.084630870034462,0.0,1,1,4,4,5,5,5,5,3,5,3,1
15087,44.0,4.983880556787436,0.0,1,1,5,5,5,5,5,5,3,5,1,1
15088,31.0,5.9047076831817,0.0,1,1,5,5,5,5,3,5,4,5,5,1
15089,49.0,4.2740237421222265,0.0,0,1,4,2,5,3,4,5,3,5,5,0
15090,45.0,3.5380565643793527,0.0,1,1,3,3,1,5,5,5,2,5,5,1
15091,46.0,4.060960118202517,0.0,1,0,4,4,5,3,2,5,4,4,5,1
15092,47.0,5.85108116167708,0.0,1,1,1,1,4,5,5,5,3,5,2,1
15093,49.0,5.953529007764945,0.6931471805599453,1,1,2,2,5,5,5,5,5,5,5,1
15094,43.92341907824223,5.824671791931655,0.0,1,1,2,2,5,3,2,5,3,5,5,1
15095,41.0,3.233173129569025,0.0,1,1,2,4,1,4,1,4,2,4,1,0
15096,47.0,4.1183865567023386,0.0,1,1,1,3,1,2,2,2,3,2,1,0
15097,22.0,3.8431015599617244,0.0,0,0,5,3,2,5,5,5,4,4,2,0
15098,52.0,4.865378281439117,0.0,0,1,2,2,2,3,3,3,5,3,3,1
15099,27.0,4.3766371373894435,0.0,1,0,3,3,1,1,4,4,4,4,1,0
15100,26.0,5.04426347507624,0.0,0,1,4,3,5,4,4,4,4,4,5,0
15101,25.0,4.734706107337125,0.0,0,1,5,4,1,5,5,4,3,4,1,0
15102,57.0,4.8989585768716335,0.0,0,1,1,1,5,2,2,2,4,2,1,0
15103,46.0,4.992810709183703,0.0,0,0,3,5,5,1,2,1,5,3,5,0
15104,22.0,3.3813347525659037,0.0,0,0,2,2,4,5,4,5,4,4,4,1
15105,43.9097214811653,4.099497927462895,0.0,0,1,4,2,2,3,5,5,5,4,2,0
15106,46.0,5.253581472706645,0.0,0,1,1,1,2,2,2,2,3,2,1,0
15107,33.0,4.753848778359454,0.0,1,1,1,1,2,1,2,4,3,3,2,0
15108,24.0,4.9671012920725275,0.0,1,0,4,4,2,3,3,4,5,5,2,1
15109,22.0,4.745366816481375,0.0,1,0,5,1,3,2,2,5,3,4,3,1
15110,43.0,4.947979444065186,0.0,0,0,3,3,3,1,3,4,2,2,3,0
15111,31.699850778085697,4.559858963278089,0.0,1,0,1,3,3,1,5,4,3,3,3,0
15112,38.0,2.994231147427724,0.0,1,1,4,2,1,5,3,5,3,5,1,0
15113,64.0,3.1376657694426577,0.0,0,1,2,4,3,4,3,4,2,3,3,0
15114,27.0,4.644679319082804,0.0,1,0,3,4,3,2,1,4,1,4,3,0
15115,43.92341907824223,4.774406503233391,0.6931471805599453,1,1,4,2,5,5,2,4,3,4,5,0
15116,21.0,4.91654437069666,0.0,0,0,1,4,5,3,3,4,2,4,5,0
15117,55.0,2.8627721462977607,0.6931471805599453,0,1,4,2,1,4,4,4,4,4,1,0
15118,43.92341907824223,4.28317268312119,0.0,1,1,4,3,2,3,5,3,3,1,2,0
15119,42.0,4.632882624554627,0.0,0,1,4,2,4,2,3,3,5,2,5,0
15120,32.0,4.085976312551584,0.0,1,1,5,5,3,4,3,4,4,5,3,1
15121,63.0,3.2068032436339315,0.0,1,1,3,2,5,5,3,5,1,5,3,0
15122,42.0,4.1751562049585145,0.0,0,0,3,4,2,3,3,3,4,4,2,0
15123,42.0,4.5884308619837935,0.0,1,1,4,4,4,5,5,5,5,5,5,1
15124,36.0,4.263665306838804,0.0,0,1,2,2,5,1,3,2,3,2,5,1
15125,59.0,5.113432527350917,0.0,1,1,1,1,1,2,2,2,1,2,2,0
15126,57.0,5.862522606817267,0.0,0,1,5,2,5,2,2,2,5,2,4,1
15127,44.0,3.9579519373165457,0.0,0,1,2,3,4,2,1,4,1,3,4,0
15128,24.0,4.912581353620868,0.0,1,0,0,3,3,4,3,4,2,3,3,0
15129,52.0,5.224401683597868,0.0,1,1,4,4,3,5,5,5,4,5,4,1
15130,60.0,5.857475907104665,0.0,1,1,1,1,5,4,4,4,4,4,5,1
15131,64.0,5.364526366658372,0.0,0,1,2,3,2,1,4,3,4,3,2,0
15132,43.9097214811653,4.394078715698023,0.6931471805599453,0,1,5,2,5,4,3,4,5,5,5,0
15133,34.0,4.8507012561799305,0.0,1,1,3,3,2,1,3,3,2,4,2,0
15134,22.0,3.8301619789478254,0.0,0,1,3,2,2,4,4,4,4,3,2,0
15135,35.0,4.73409096605493,0.0,0,1,4,4,3,2,3,4,5,5,3,1
15136,65.0,4.7626866238630745,0.0,1,1,1,2,3,3,2,3,1,3,1,0
15137,43.0,4.869532453118255,0.0,0,1,5,3,5,3,3,4,5,4,5,0
15138,70.0,4.9576563693053695,0.0,0,1,5,4,2,4,4,5,4,4,2,0
15139,23.0,5.45992588174445,0.0,0,0,3,3,4,3,4,4,3,5,4,0
15140,22.0,2.7837759116303458,1.3862943611198906,1,0,0,5,3,1,2,1,5,1,5,0
15141,42.0,4.536891345234797,0.0,0,1,1,1,3,4,4,4,4,4,5,1
15142,44.0,2.6483001966964363,0.0,1,1,3,3,4,5,5,5,1,5,2,1
15143,22.0,5.004483074611057,0.0,0,0,1,2,4,2,3,1,4,5,4,0
