,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
18307,1,1,2,4,4,4,4,4,3,1
18308,2,2,5,3,3,3,2,3,5,1
18309,4,4,4,4,4,4,4,4,2,0
18310,2,2,3,2,2,2,5,2,3,1
18312,1,2,3,4,4,2,3,1,3,0
18314,5,5,5,5,5,4,3,5,4,1
18315,4,4,4,1,1,4,1,2,4,1
18316,5,5,3,2,2,2,3,2,3,1
18317,3,3,1,4,4,4,2,4,5,1
18318,5,5,3,5,5,5,4,5,3,1
18319,3,3,1,4,4,4,4,4,3,1
18321,5,3,4,4,5,5,5,5,4,1
18323,2,2,1,5,4,5,5,5,4,1
18325,5,2,2,4,2,4,3,5,2,0
18326,1,1,5,4,4,4,4,4,5,1
18327,2,2,5,4,4,4,5,4,5,1
18328,3,3,2,2,5,2,4,3,2,0
18331,4,4,4,5,5,5,4,5,3,1
18333,5,4,4,2,3,2,5,2,5,0
18335,4,4,2,3,3,4,3,3,2,0
18336,5,2,4,3,3,5,5,5,4,0
18337,5,1,5,5,0,3,4,5,3,1
18338,1,1,3,3,1,1,3,3,3,1
18341,3,3,1,4,4,4,4,4,1,1
18342,5,5,2,3,4,4,5,4,2,0
18343,5,4,2,4,2,5,5,4,2,0
18344,2,3,3,3,4,2,1,3,3,0
18345,5,5,3,3,4,3,1,3,5,1
18346,4,4,5,5,5,5,3,5,3,1
18348,3,3,5,2,4,3,3,2,5,1
18349,1,3,2,3,4,3,3,4,2,0
18350,5,5,1,5,5,5,2,5,2,1
18351,5,5,5,5,5,5,5,5,4,1
18352,5,3,1,3,3,4,5,5,1,0
18353,4,4,2,1,5,3,1,3,2,0
18355,4,2,4,5,4,5,3,5,5,0
18356,5,4,2,3,2,5,3,5,2,0
18357,3,3,1,1,1,3,4,4,1,0
18358,4,3,3,4,4,5,5,4,3,0
18360,4,3,1,4,1,2,3,4,1,0
18361,3,3,3,5,5,5,3,5,3,1
18362,5,3,3,4,5,4,4,5,3,0
18363,1,1,2,2,3,3,1,2,2,0
18365,4,4,5,2,2,2,4,2,2,0
18366,4,4,5,3,3,4,4,5,5,1
18368,5,3,4,4,4,4,4,4,3,1
18369,1,1,4,5,5,5,3,5,4,1
18370,3,3,3,5,5,5,4,5,3,1
18371,2,2,1,4,4,4,1,4,4,0
18373,5,3,4,5,4,4,5,4,4,0
18374,1,4,3,3,5,3,2,3,3,0
18375,3,3,4,4,4,3,4,4,4,1
18376,4,1,2,5,3,5,4,5,4,0
18377,3,3,3,5,5,5,4,5,4,1
18378,3,2,2,1,1,3,4,2,2,0
18379,4,4,4,1,1,1,2,1,4,0
18380,2,2,2,2,2,2,4,2,5,1
18381,0,4,5,4,4,4,4,4,3,1
18382,1,1,4,3,2,1,5,3,4,1
18383,1,1,4,5,4,4,3,1,4,1
18384,3,3,4,4,4,4,3,4,3,1
18385,5,5,4,5,5,5,5,5,3,1
18387,3,1,2,1,2,3,3,2,2,0
18389,1,1,1,1,1,1,2,1,2,0
18390,1,1,2,3,4,3,3,3,3,1
18391,4,2,4,4,0,4,4,4,4,0
18392,5,2,2,2,2,2,5,2,5,0
18393,1,1,4,3,3,3,2,3,2,0
18394,4,5,5,4,1,4,5,4,4,0
18395,4,3,1,3,5,4,4,5,1,0
18396,1,3,2,1,4,3,2,2,2,0
18398,4,1,3,5,4,4,3,5,3,0
18399,5,5,2,5,4,5,3,5,5,0
18401,1,1,4,5,5,5,3,5,3,1
18402,0,4,3,2,2,2,5,2,4,1
18403,2,2,5,2,2,2,2,2,5,1
18404,2,2,5,5,5,5,3,5,5,1
18405,4,3,2,3,4,4,4,4,2,0
18406,4,4,2,1,2,3,3,3,2,0
18407,2,2,3,5,5,5,3,5,5,1
18409,4,3,2,3,5,4,3,5,2,0
18410,5,4,5,4,3,4,5,4,5,0
18412,5,5,5,4,2,4,3,5,5,1
18413,2,2,2,2,2,2,1,2,4,0
18415,3,3,3,5,5,5,3,5,3,1
18416,4,3,3,3,5,1,5,4,3,1
18417,2,2,1,5,5,5,3,5,2,1
18418,3,3,4,5,4,1,3,5,5,0
18419,1,1,2,4,4,4,4,4,4,1
18420,3,5,2,1,4,3,4,3,2,0
18421,5,5,4,3,4,3,4,3,5,1
18423,4,4,2,3,3,3,4,3,5,1
18424,5,1,4,2,1,5,5,4,4,0
18425,2,2,4,3,3,3,3,3,4,1
18427,5,4,3,2,4,3,3,2,3,0
18428,3,5,1,1,5,4,2,3,1,0
18429,4,3,2,1,4,3,4,5,2,0
18433,5,3,2,3,4,4,4,4,2,0
18434,1,1,4,4,4,4,5,4,3,1
18435,4,1,5,2,4,5,1,3,5,0
18436,5,5,2,5,5,5,4,5,4,1
18437,2,2,5,3,1,2,2,3,5,0
18438,1,1,1,5,5,3,5,5,1,1
18439,3,3,4,1,1,4,4,5,4,1
18441,1,2,5,3,3,1,2,3,5,1
18442,5,5,2,5,5,5,3,5,5,1
18443,3,4,3,3,2,4,3,3,3,0
18444,2,2,2,1,4,3,2,2,2,0
18445,5,5,5,4,5,4,4,5,5,0
18447,3,3,5,4,4,4,4,4,3,1
18448,1,2,3,4,4,4,5,4,5,1
18449,1,2,5,4,4,4,5,4,4,1
18450,1,1,4,4,4,4,3,4,4,1
18453,2,2,5,4,4,4,3,4,5,1
18455,5,5,1,4,4,5,4,5,1,0
18456,3,3,3,4,4,4,5,4,4,1
18458,5,5,5,2,1,4,4,4,5,0
18459,3,4,2,1,1,3,2,4,2,0
18460,2,2,2,4,5,4,3,4,3,1
18462,0,3,1,4,0,4,4,4,3,0
18464,5,5,4,4,4,4,4,4,5,1
18465,4,4,4,1,2,2,5,3,4,1
18466,5,5,2,5,5,3,4,5,3,1
18467,5,1,5,1,2,1,4,1,3,0
18468,1,1,5,3,4,4,4,4,5,1
18469,0,4,5,4,2,4,5,4,5,0
18470,5,5,4,2,5,1,1,4,4,1
18472,4,5,2,4,1,5,2,5,2,0
18473,3,3,1,5,2,2,1,4,1,0
18474,1,1,3,4,3,4,4,4,5,1
18475,2,3,3,4,5,4,4,3,3,0
18476,4,4,5,4,4,4,3,4,5,1
18477,4,2,5,5,5,4,5,5,5,0
18478,3,3,5,2,2,2,4,2,4,1
18479,1,1,4,5,5,4,5,5,4,1
18480,4,4,3,5,4,4,3,4,3,0
18481,5,5,3,3,3,3,5,3,5,1
18482,4,4,1,3,2,4,3,3,1,0
18483,2,2,5,4,4,4,3,4,3,1
18484,5,5,4,1,3,4,1,2,4,1
18486,5,5,3,5,5,5,5,5,4,1
18488,2,2,4,2,4,4,4,5,4,1
18489,4,3,3,3,4,5,1,5,1,0
18490,1,1,4,4,3,4,4,5,4,1
18491,2,2,5,4,1,4,5,2,5,1
18492,5,5,5,5,5,5,4,5,5,1
18494,5,5,4,3,5,2,2,1,4,0
18496,2,2,3,4,4,4,5,4,1,1
18497,1,3,3,3,2,3,4,3,4,0
18498,4,4,2,3,2,4,2,3,2,0
18499,5,3,4,1,1,1,3,1,3,1
18500,4,3,3,1,2,1,5,1,4,0
18501,3,3,5,1,5,4,2,3,5,1
18503,4,4,5,1,2,1,2,2,5,1
18504,5,5,5,5,5,5,4,5,5,1
18505,1,1,1,3,1,3,2,4,1,0
18506,3,3,3,5,3,4,3,1,3,0
18507,4,4,1,4,2,1,1,2,1,0
18509,3,3,4,2,5,3,3,4,4,1
18510,0,2,2,3,3,3,3,3,5,1
18511,4,4,3,2,2,2,3,2,4,1
18512,2,2,5,2,5,4,5,5,5,1
18513,5,5,4,3,3,5,5,4,4,1
18514,5,5,2,3,3,3,2,4,2,0
18515,4,2,1,4,5,3,3,5,1,0
18516,2,2,3,5,5,5,2,5,2,1
18517,1,1,4,5,5,5,5,5,4,1
18518,1,1,2,4,5,2,1,1,2,0
18520,4,3,5,2,3,2,5,2,4,0
18521,2,3,5,4,5,4,2,4,5,1
18522,2,3,1,2,1,3,1,3,1,1
18523,5,3,2,3,3,3,3,3,3,0
18524,4,3,2,5,5,5,5,5,5,1
18526,3,3,1,3,2,3,2,3,1,0
18527,5,5,5,1,1,4,3,4,5,1
18528,5,5,3,4,4,4,4,4,3,1
18529,1,1,2,4,4,4,5,4,3,1
18530,2,2,5,4,4,1,2,5,5,1
18531,3,3,3,3,3,3,4,3,4,1
18532,3,3,2,1,5,4,3,4,2,0
18533,2,2,3,4,4,3,1,4,3,0
18534,1,1,1,3,5,4,3,3,1,0
18535,4,4,1,5,5,5,1,5,3,1
18536,1,1,2,2,5,3,4,3,2,0
18539,1,1,3,3,3,4,2,3,3,0
18541,2,2,3,3,4,4,3,3,3,0
18542,2,2,4,5,4,4,4,5,4,1
18544,5,5,4,5,4,5,5,5,4,1
18546,1,1,5,1,3,1,3,4,5,1
18547,2,2,2,4,4,4,1,4,2,0
18548,3,3,2,2,3,3,1,4,2,0
18549,4,3,2,5,4,4,5,1,2,0
18550,1,1,3,4,4,4,4,4,3,1
18551,3,3,1,3,3,3,2,3,1,0
18552,3,3,5,4,2,3,5,5,5,1
18553,3,3,1,4,4,4,2,4,2,1
18554,4,4,4,3,5,5,3,5,4,0
18555,4,5,3,1,2,1,4,1,4,0
18557,2,2,5,5,3,5,2,5,5,1
18558,3,3,2,3,3,3,3,4,2,0
18559,4,3,5,2,3,3,3,1,5,0
18561,1,1,2,5,4,5,4,5,5,1
18562,4,4,1,3,3,4,5,5,1,0
18563,1,1,5,4,2,2,4,2,5,0
18564,4,4,2,4,4,4,5,4,3,1
18565,5,5,2,5,5,5,3,5,4,1
18568,4,4,4,1,5,3,4,4,4,1
18570,3,3,4,4,4,4,1,4,4,0
18571,1,1,4,4,4,4,4,4,5,1
18573,1,1,2,5,5,5,5,5,4,1
18574,1,1,3,5,1,5,5,4,3,1
18575,2,2,5,2,2,2,3,2,4,1
18576,5,1,1,3,3,3,3,2,1,0
18578,1,1,4,1,1,1,2,5,4,1
18579,4,3,2,2,5,1,2,1,2,0
18580,2,2,5,3,3,1,1,3,1,0
18582,5,2,2,3,4,4,5,5,2,0
18584,1,1,1,3,3,3,2,3,4,0
18585,3,3,2,5,5,5,3,5,3,1
18586,5,2,4,2,2,2,4,2,5,1
18587,5,1,3,3,4,4,3,3,5,1
18588,3,3,2,5,4,4,2,1,2,0
18589,5,5,2,5,5,4,4,5,4,1
18590,4,2,4,5,5,4,5,5,4,0
18591,0,1,4,4,4,4,3,4,5,1
18592,5,4,3,3,4,4,5,4,3,0
18593,4,3,3,4,3,4,4,5,3,0
18594,5,4,5,4,3,5,5,4,5,0
18595,1,1,2,2,2,2,3,2,4,1
18596,4,4,4,2,2,2,2,2,4,0
18597,3,3,4,5,3,1,5,4,4,1
18598,2,3,4,5,3,5,3,5,4,0
18599,4,1,4,4,3,4,5,4,4,0
18600,1,3,2,1,2,3,3,4,2,0
18602,5,5,4,4,5,4,4,4,5,1
18603,5,5,3,4,4,4,3,4,4,1
18604,5,5,1,2,2,2,1,2,2,0
18605,4,4,2,4,4,4,3,4,3,1
18606,5,2,5,5,5,4,1,2,5,1
18607,5,5,5,2,3,3,4,3,5,0
18608,1,1,3,2,3,4,3,3,3,0
18610,5,5,2,4,4,4,3,4,3,1
18611,5,2,2,5,2,5,4,4,2,0
18612,4,3,1,2,1,5,2,1,2,0
18614,1,1,4,3,3,2,2,3,2,0
18615,1,2,2,3,4,3,2,2,2,0
18616,5,5,3,4,5,4,3,4,4,1
18617,3,3,2,2,3,4,4,3,2,0
18618,1,1,3,3,4,4,1,4,3,0
18620,3,3,2,2,3,4,1,3,2,0
18621,5,5,4,4,4,4,4,4,4,0
18622,5,4,5,5,4,4,4,5,5,0
18623,2,2,2,4,4,4,3,4,4,1
18624,5,5,5,1,4,1,3,2,5,1
18625,5,5,3,3,2,3,1,4,3,0
18626,4,3,5,4,3,3,3,4,5,0
18627,1,1,4,4,4,4,3,4,5,1
18628,5,1,3,3,3,5,3,4,3,0
18629,2,2,3,1,5,2,4,3,3,1
18630,4,4,5,3,1,2,3,3,5,1
18631,4,3,2,3,4,3,3,3,2,0
18632,0,4,3,3,3,3,3,3,5,1
18634,4,4,1,2,1,2,2,3,1,0
18635,2,3,5,5,5,5,4,5,4,1
18636,2,2,4,2,3,5,4,2,4,1
18638,5,5,2,5,5,5,4,5,3,1
18642,3,3,4,4,5,4,4,5,4,1
18643,3,3,2,4,4,4,5,4,5,1
18644,4,4,3,4,4,4,3,4,3,1
18645,2,4,3,4,3,3,3,3,3,0
18646,3,3,3,2,2,2,2,2,2,0
18647,1,1,3,5,5,5,2,5,2,1
18648,1,2,1,3,2,1,2,2,1,0
18649,5,5,3,5,5,5,5,5,5,1
18650,4,4,4,2,3,2,4,2,3,0
18651,5,5,5,4,4,4,5,4,3,1
18652,3,3,5,3,3,3,5,3,4,1
18653,1,1,4,4,4,4,5,4,3,1
18655,0,1,1,5,3,5,3,5,1,0
18656,3,3,5,3,3,3,4,3,3,0
18658,2,3,5,2,1,4,3,4,5,1
18659,1,1,3,3,2,5,5,4,3,1
18660,4,3,2,5,3,5,2,5,4,0
18661,1,1,5,4,3,1,1,1,5,0
18663,5,1,4,2,1,2,5,2,5,0
18665,2,4,4,2,1,4,2,3,4,0
18666,3,3,4,1,1,5,3,2,4,0
18667,1,1,3,5,5,5,3,5,3,1
18668,4,1,5,3,2,3,5,3,3,0
18669,4,4,5,5,5,5,5,5,4,1
18671,5,5,4,3,4,4,4,4,4,1
18672,4,4,2,2,2,2,3,2,2,0
18673,5,5,5,5,4,5,4,5,4,1
18675,1,5,5,3,3,3,5,3,3,1
18676,4,3,2,3,3,3,4,3,3,0
18677,4,4,5,3,3,3,5,3,3,1
18678,3,3,5,1,2,3,1,3,5,1
18679,2,2,2,1,4,2,1,3,2,0
18681,4,3,2,3,3,5,4,4,2,0
18682,1,4,1,1,2,3,1,3,1,0
18684,5,5,3,1,4,3,2,3,3,0
18686,2,2,4,5,5,5,3,5,3,1
18687,3,4,2,4,5,4,3,4,3,1
18688,1,1,4,3,2,3,1,2,4,0
18689,3,3,2,4,4,4,4,4,3,1
18690,2,2,3,5,5,5,3,5,5,1
18692,3,4,2,3,5,4,1,4,2,0
18693,2,2,5,4,1,3,4,1,5,1
18694,5,3,1,3,5,1,5,1,1,0
18695,1,1,2,5,5,5,4,5,5,1
18696,5,5,2,4,4,4,2,4,1,0
18697,2,2,4,4,4,4,4,4,5,1
18698,4,4,4,5,5,5,3,5,3,1
18699,4,3,5,1,4,3,4,4,5,0
18700,5,5,2,3,4,3,5,3,4,1
18701,2,2,1,1,2,1,4,1,1,0
18702,4,4,3,3,5,5,3,4,3,1
18703,2,3,4,3,5,4,1,4,4,0
18704,1,2,4,2,3,2,2,2,4,0
18705,4,4,4,5,5,5,3,5,4,0
18706,4,3,5,4,3,5,4,4,5,0
18707,2,2,5,2,2,2,3,2,5,1
18708,5,4,1,4,4,5,4,4,1,0
18709,5,5,3,1,1,1,3,1,1,0
18710,1,4,5,4,1,3,3,4,5,0
18711,3,3,2,2,4,4,4,4,2,1
18712,4,4,4,3,5,3,5,4,4,1
18713,4,4,4,4,4,4,5,4,3,1
18714,5,5,5,2,3,2,5,3,5,1
18715,4,4,4,5,5,5,4,5,2,1
18716,4,3,2,4,4,4,3,5,2,0
18717,2,2,4,5,3,5,3,5,4,1
18719,4,4,1,3,2,3,3,3,4,1
18720,4,3,5,4,4,4,2,4,5,0
18721,2,2,5,4,5,5,5,2,5,1
18722,3,3,5,5,4,5,4,4,5,1
18723,5,5,3,2,5,4,1,4,1,0
18724,4,4,5,3,3,3,1,3,3,0
18725,5,5,3,4,4,3,3,4,5,1
18726,3,1,2,1,0,1,2,1,3,1
18727,3,3,4,3,1,3,2,3,4,1
18728,4,4,3,3,3,3,3,3,3,1
18730,5,5,1,4,4,4,2,4,1,0
18731,5,5,4,1,4,3,3,4,4,0
18732,2,4,2,2,1,3,2,4,2,0
18734,2,2,4,4,4,4,2,4,1,1
18735,1,4,5,3,1,3,2,3,3,0
18736,4,4,2,3,3,1,2,3,2,0
18737,5,2,2,5,4,5,2,3,2,0
18738,3,3,4,3,2,3,5,3,4,1
18739,4,4,4,5,5,5,3,4,4,1
18740,3,3,3,3,4,2,1,2,3,0
18741,2,2,4,4,4,5,5,4,4,1
18742,4,4,1,2,2,2,1,2,4,0
18743,5,5,4,3,1,2,2,1,4,0
18744,2,2,5,5,5,5,5,5,5,1
18746,3,3,3,3,3,3,3,3,1,0
18747,4,4,2,3,3,3,2,3,3,0
18748,1,4,5,4,2,4,4,3,5,0
18749,0,4,2,2,4,5,4,2,2,1
18750,3,5,4,1,1,1,3,1,3,0
18751,1,1,1,5,5,5,4,5,5,1
18752,1,1,4,3,2,5,3,1,4,1
18753,3,3,3,5,5,5,3,5,4,1
18754,5,5,5,4,5,4,4,4,3,1
18755,1,1,5,5,5,5,3,5,5,1
18756,1,1,5,3,3,3,2,3,1,0
18757,5,1,1,3,4,4,3,5,1,0
18758,4,3,1,3,3,3,3,4,1,0
18759,5,1,5,3,2,4,5,3,3,0
18760,5,2,1,5,1,5,2,5,5,0
18762,0,4,3,4,5,5,3,4,4,1
18764,0,3,2,3,3,3,5,3,2,1
18765,2,3,5,2,5,3,2,4,5,0
18766,2,2,5,4,4,4,3,4,4,1
18767,4,2,4,5,5,5,3,4,4,0
18768,5,1,3,2,2,4,3,2,3,0
18769,4,2,5,4,2,5,3,4,5,0
18770,3,3,5,3,5,5,1,3,5,1
18771,5,5,5,4,5,4,1,4,2,1
18772,4,4,4,4,4,4,3,4,4,0
18774,4,4,2,4,1,4,2,3,2,0
18775,2,2,3,1,1,1,3,2,3,0
18776,2,2,5,2,2,2,2,1,5,1
18777,1,1,5,4,4,4,4,4,5,1
18778,5,2,5,5,3,3,2,3,5,0
18779,4,4,2,4,5,4,1,3,2,0
18780,3,3,4,5,4,5,4,5,5,1
18781,4,4,5,2,3,4,4,3,4,1
18782,4,4,3,5,5,4,4,4,3,0
18783,5,1,3,4,4,5,3,4,3,0
18784,4,4,1,5,2,4,2,5,1,0
18785,5,1,4,5,1,4,3,5,4,0
18786,5,3,2,5,2,3,3,5,2,1
18788,0,4,1,5,5,4,5,4,1,0
18789,5,5,1,1,1,1,2,1,1,0
18790,4,3,4,4,1,1,3,4,4,0
18791,3,3,4,1,2,1,1,1,5,0
18792,5,5,4,4,4,4,5,4,5,1
18793,1,3,4,4,4,4,1,4,2,1
18794,4,2,2,5,2,1,5,4,2,0
18795,1,1,1,4,4,4,2,4,1,1
18796,1,1,4,4,4,4,4,4,3,1
18797,0,3,3,3,3,5,3,4,3,1
18798,5,5,1,4,4,3,1,4,2,1
18799,2,2,4,5,5,5,2,5,2,1
18800,3,4,1,2,2,4,2,4,1,0
18801,5,1,4,2,1,3,4,3,4,1
18804,3,3,4,5,4,3,4,3,4,1
18805,2,3,4,2,1,4,1,3,4,0
18806,0,3,2,4,2,4,3,5,2,1
18808,2,2,2,4,4,5,5,4,5,1
18810,4,4,5,1,4,3,4,5,5,1
18811,3,2,3,1,4,1,3,1,1,0
18812,3,3,5,3,3,3,3,3,3,0
18813,5,5,2,4,4,4,4,4,3,1
18814,5,5,1,2,2,4,1,3,1,0
18815,3,3,5,3,2,4,5,5,5,1
18816,4,4,4,5,5,5,3,5,4,1
18817,4,4,2,5,5,5,4,5,4,1
18820,4,5,3,4,5,5,5,5,3,0
18821,5,5,2,3,3,4,2,3,2,0
18822,1,1,2,4,3,4,4,4,2,0
18824,4,1,5,3,2,4,4,5,5,0
18825,1,1,1,3,2,3,3,4,1,0
18826,5,2,5,5,4,5,5,4,5,0
18827,2,4,4,3,3,4,1,4,4,0
18828,1,2,3,4,4,3,4,2,3,0
18829,5,5,1,1,1,4,4,3,1,0
18830,4,4,4,5,3,5,5,5,4,0
18831,1,1,4,5,5,5,5,5,4,1
18833,5,2,3,4,5,4,5,5,3,0
18834,4,3,5,5,5,4,5,5,5,0
18837,5,5,5,4,4,4,3,4,5,1
18838,4,4,4,5,5,5,5,5,5,1
18839,5,2,3,4,4,2,5,4,3,1
18842,2,2,5,1,3,2,5,3,5,1
18843,1,1,2,5,5,5,5,5,3,1
18844,5,3,1,5,2,5,2,5,4,0
18845,4,3,3,4,4,4,3,3,3,0
18846,2,2,2,4,4,4,5,4,4,1
18847,3,3,4,5,2,5,4,4,4,1
18848,1,1,4,5,5,3,4,5,3,1
18849,4,4,2,3,3,2,4,3,1,0
18850,1,1,1,3,4,3,3,3,1,0
18851,1,1,2,2,5,4,1,4,2,0
18853,5,3,5,3,3,5,3,4,5,0
18854,2,3,4,4,3,4,4,4,4,0
18856,2,2,5,5,5,5,5,5,3,1
18857,5,2,4,4,1,1,3,4,4,0
18858,5,2,2,2,1,2,5,2,5,0
18859,5,5,3,4,3,5,5,4,3,0
18860,5,5,5,3,1,3,2,5,5,1
18861,4,1,2,5,3,5,5,4,2,0
18862,2,2,3,4,4,4,4,4,5,1
18863,4,2,2,3,2,4,4,5,2,1
18865,4,4,1,1,1,1,4,1,1,0
18866,1,1,3,5,5,5,5,5,5,1
18867,3,3,2,3,3,3,4,3,2,0
18868,4,3,3,5,4,5,5,5,3,0
18869,1,1,5,5,5,5,4,5,3,1
18870,5,3,3,1,2,5,2,1,3,0
18871,4,4,3,4,5,5,3,5,3,1
18872,4,4,3,5,5,5,4,5,5,1
18873,3,3,1,3,2,4,4,4,1,0
18874,1,1,5,5,5,5,3,5,4,1
18875,4,5,1,2,5,4,1,3,1,0
18876,4,3,4,3,5,5,4,5,4,0
18877,4,2,3,2,5,2,2,2,5,0
18878,5,3,1,1,5,5,3,3,1,0
18879,4,3,2,3,5,4,5,4,2,0
18881,4,3,1,1,2,3,2,2,1,1
18882,5,5,2,2,2,2,4,2,2,0
18883,4,4,3,3,2,3,2,4,3,0
18884,1,2,3,2,3,1,2,2,2,0
18885,1,1,3,3,4,3,3,4,3,0
18887,2,2,3,2,2,2,2,2,4,0
18888,1,2,4,1,3,1,4,2,4,0
18889,1,1,5,1,1,1,4,1,4,0
18890,1,1,5,4,4,4,4,4,4,1
18891,1,1,5,3,3,3,4,3,4,1
18894,3,3,1,4,5,4,4,4,2,1
18895,1,1,3,5,5,5,3,5,3,1
18896,4,1,4,4,3,4,3,5,4,0
18897,2,4,4,3,3,3,1,4,4,0
18898,4,4,5,5,2,5,5,5,5,1
18899,3,3,5,4,4,5,3,4,5,1
18900,3,3,1,2,2,4,1,2,2,0
18901,2,4,1,1,3,4,3,3,1,0
18902,5,5,4,4,3,5,2,2,4,1
18903,5,4,3,3,5,4,5,4,5,0
18904,4,4,2,5,5,5,3,5,4,1
18905,4,4,3,3,3,3,4,3,4,0
18906,5,2,3,5,5,5,5,4,3,0
18908,5,5,3,3,1,3,5,5,3,1
18909,2,2,3,3,2,4,1,4,3,0
18910,4,4,1,4,5,4,3,3,1,0
18912,3,2,5,2,2,2,2,3,5,0
18913,2,2,2,4,5,4,3,4,3,1
18914,2,2,1,3,1,3,3,3,1,0
18915,5,5,3,5,5,5,4,5,5,1
18916,3,3,5,4,4,4,4,4,5,1
18918,5,3,3,2,4,2,3,3,3,0
18919,1,1,4,2,2,2,3,2,2,0
18920,4,3,2,5,2,5,3,5,3,0
18921,3,2,5,3,4,3,4,2,5,0
18922,4,4,5,1,4,5,3,4,5,1
18923,1,1,3,2,3,3,3,3,3,0
18924,4,4,4,5,3,5,1,3,4,1
18925,3,1,5,4,4,4,4,4,2,1
18926,4,1,5,3,4,4,4,4,5,0
18928,4,4,5,4,4,4,5,4,4,1
18929,1,1,4,3,4,3,2,5,4,1
18930,4,4,4,5,5,5,3,5,3,1
18931,2,2,5,2,2,2,4,2,1,0
18933,1,1,2,3,3,3,4,3,3,1
18934,4,4,4,2,2,2,3,2,3,1
18935,5,5,3,4,4,4,3,4,5,1
18936,4,5,1,3,3,5,4,4,1,0
18937,4,4,5,1,3,5,4,4,5,1
18939,3,3,4,2,2,2,1,2,2,0
18940,5,5,5,3,1,5,4,3,5,1
18941,5,5,5,5,5,5,5,5,1,1
18942,1,1,4,1,1,1,3,1,2,0
18943,1,4,3,2,2,2,3,2,4,0
18944,3,1,3,5,2,5,4,4,3,0
18945,5,3,4,5,5,4,3,4,4,0
18947,4,2,5,4,2,4,3,4,5,0
18948,5,4,4,3,5,4,4,4,4,0
18949,2,2,4,5,5,5,5,5,3,1
18951,2,4,5,3,2,2,1,3,5,0
18952,3,4,5,2,4,4,4,4,5,0
18953,4,3,3,5,4,5,5,5,3,1
18954,5,4,3,1,1,5,2,5,3,0
18955,5,3,4,4,3,4,4,4,4,0
18956,2,2,3,3,4,3,1,4,3,0
18958,3,4,2,4,4,5,4,4,5,1
18960,4,4,5,3,5,4,3,5,5,1
18961,5,5,3,4,4,5,3,5,3,1
18964,4,4,3,1,3,1,4,1,5,0
18965,4,3,5,5,4,5,4,5,3,0
18967,3,3,5,5,5,2,5,3,5,1
18968,4,1,4,3,1,3,5,3,3,0
18969,2,2,3,3,1,3,3,3,3,0
18971,0,2,1,5,3,5,2,5,2,0
18972,2,2,5,4,4,4,5,4,3,1
18973,5,5,4,3,4,4,3,5,4,1
18974,4,1,5,4,4,1,3,1,5,0
18975,5,1,4,5,2,5,3,2,4,0
18976,1,3,2,2,4,1,1,3,2,0
18977,4,3,5,2,1,4,2,2,5,0
18979,3,3,1,3,3,1,4,3,4,0
18981,5,5,2,4,3,4,2,4,3,0
18982,2,2,2,4,1,3,2,4,2,0
18983,4,4,5,4,4,4,5,4,4,1
18984,3,3,4,4,4,3,3,3,4,0
18985,4,4,1,5,3,4,3,5,1,0
18987,4,3,3,3,1,3,5,3,4,0
18988,1,1,2,4,4,4,3,4,4,1
18991,5,5,2,3,3,3,4,2,2,0
18992,4,3,3,5,5,5,1,5,1,1
18993,3,3,3,3,3,3,1,3,2,0
18994,5,5,3,4,4,4,4,4,1,1
18995,5,4,2,3,3,3,3,3,4,1
18996,5,5,5,5,5,5,5,5,5,1
18998,4,4,3,3,5,4,5,5,3,1
18999,2,3,4,2,3,4,2,3,4,0
19000,3,3,2,5,5,5,3,5,5,1
19001,5,5,5,2,4,5,5,5,5,1
19002,1,1,4,2,2,2,2,2,3,0
19003,4,4,2,4,4,4,3,4,2,1
19004,1,1,5,4,4,4,3,4,4,1
19005,5,3,1,3,4,3,1,3,2,0
19006,1,2,1,2,2,2,1,3,1,0
19008,0,4,4,5,5,5,3,5,4,1
19010,2,2,5,5,3,2,4,2,5,1
19011,0,4,5,2,2,2,5,2,4,1
19012,1,4,1,4,2,3,1,4,1,0
19013,2,2,3,4,4,4,4,4,5,1
19014,4,4,5,5,5,5,3,5,2,1
19015,5,4,4,5,3,5,5,5,4,0
19016,4,4,5,4,4,4,5,4,4,1
19017,2,2,2,3,3,3,1,3,2,0
19018,4,1,3,5,4,5,4,5,3,0
19019,1,1,2,5,4,5,3,5,5,1
19020,2,3,4,1,2,4,2,4,4,0
19021,4,5,1,2,3,5,3,1,1,0
19022,2,4,5,1,2,4,3,4,5,0
19023,4,4,5,4,3,4,3,4,3,0
19024,5,5,2,5,5,5,3,5,5,1
19026,5,1,4,1,3,1,3,3,4,0
19027,3,3,2,5,4,5,5,5,5,1
19028,5,2,2,4,4,4,3,4,2,0
19029,2,2,2,1,4,3,2,2,2,0
19030,0,4,5,5,4,5,3,5,5,0
19034,3,3,2,4,4,1,3,4,3,0
19035,4,1,5,1,2,1,1,1,5,0
19036,3,3,3,4,4,4,3,4,4,1
19037,4,5,5,3,2,4,3,5,5,0
19039,3,3,5,3,5,5,5,4,5,1
19040,4,2,3,5,5,4,3,4,3,0
19043,5,5,2,3,4,4,3,4,2,0
19045,1,1,3,5,5,5,5,5,5,1
19047,5,5,2,4,4,4,1,3,2,0
